Column 1,Column 2
Shiney Row,E05001170
Silksworth,E05001171
Southwick,E05001172
Washington Central,E05001173
Washington East,E05001174
Washington North,E05001175
Washington South,E05001176
Washington West,E05001177
Acocks Green,E05001178
Aston,E05001179
Bartley Green,E05001180
Billesley,E05001181
Bordesley Green,E05001182
Bournville,E05001183
Brandwood,E05001184
Edgbaston,E05001185
Erdington,E05001186
Hall Green,E05001187
Handsworth Wood,E05001188
Harborne,E05001189
Hodge Hill,E05001190
Kings Norton,E05001191
Kingstanding,E05001192
Ladywood,E05001193
Longbridge,E05001194
Lozells and East Handsworth,E05001195
Moseley and Kings Heath,E05001196
Nechells,E05001197
Northfield,E05001198
Oscott,E05001199
Perry Barr,E05001200
Quinton,E05001201
Selly Oak,E05001202
Shard End,E05001203
Sheldon,E05001204
Soho,E05001205
South Yardley,E05001206
Sparkbrook,E05001207
Springfield,E05001208
Stechford and Yardley North,E05001209
Stockland Green,E05001210
Sutton Four Oaks,E05001211
Sutton New Hall,E05001212
Sutton Trinity,E05001213
Sutton Vesey,E05001214
Tyburn,E05001215
Washwood Heath,E05001216
Weoley,E05001217
Bablake,E05001218
Binley and Willenhall,E05001219
Cheylesmore,E05001220
Earlsdon,E05001221
Foleshill,E05001222
Henley,E05001223
Holbrook,E05001224
Longford,E05001225
Lower Stoke,E05001226
Radford,E05001227
St. Michael's,E05001228
Sherbourne,E05001229
Upper Stoke,E05001230
Wainbody,E05001231
Westwood,E05001232
Whoberley,E05001233
Woodlands,E05001234
Wyken,E05001235
Amblecote,E05001236
Belle Vale,E05001237
Brierley Hill,E05001238
Brockmoor and Pensnett,E05001239
Castle and Priory,E05001240
Coseley East,E05001241
Cradley and Wollescote,E05001242
Gornal,E05001243
Halesowen North,E05001244
Halesowen South,E05001245
Hayley Green and Cradley South,E05001246
Kingswinford North and Wall Heath,E05001247
Kingswinford South,E05001248
Lye and Stourbridge North,E05001249
"Netherton, Woodside and St. Andrews Ward",E05001250
Norton,E05001251
Pedmore and Stourbridge East,E05001252
Quarry Bank and Dudley Wood,E05001253
St. James's,E05001254
St. Thomas's,E05001255
Sedgley,E05001256
Upper Gornal and Woodsetton,E05001257
Wollaston and Stourbridge Town,E05001258
Wordsley,E05001259
Abbey,E05001260
Blackheath,E05001261
Bristnall,E05001262
Charlemont with Grove Vale,E05001263
Cradley Heath and Old Hill,E05001264
Friar Park,E05001265
Great Barr with Yew Tree,E05001266
Great Bridge,E05001267
Greets Green and Lyng,E05001268
Hateley Heath,E05001269
Langley,E05001270
Newton,E05001271
Old Warley,E05001272
Oldbury,E05001273
Princes End,E05001274
Rowley,E05001275
St. Pauls,E05001276
Smethwick,E05001277
Soho and Victoria,E05001278
Tipton Green,E05001279
Tividale,E05001280
Wednesbury North,E05001281
Wednesbury South,E05001282
West Bromwich Central,E05001283
Bickenhill,E05001284
Blythe,E05001285
Castle Bromwich,E05001286
Chelmsley Wood,E05001287
Dorridge and Hockley Heath,E05001288
Elmdon,E05001289
Kingshurst and Fordbridge,E05001290
Knowle,E05001291
Lyndon,E05001292
Meriden,E05001293
Olton,E05001294
St. Alphege,E05001295
Shirley East,E05001296
Shirley South,E05001297
Shirley West,E05001298
Silhill,E05001299
Smith's Wood,E05001300
Aldridge Central and South,E05001301
Aldridge North and Walsall Wood,E05001302
Bentley and Darlaston North,E05001303
Birchills Leamore,E05001304
Blakenall,E05001305
Bloxwich East,E05001306
Bloxwich West,E05001307
Brownhills,E05001308
Darlaston South,E05001309
Paddock,E05001310
Palfrey,E05001311
Pelsall,E05001312
Pheasey Park Farm,E05001313
Pleck,E05001314
Rushall-Shelfield,E05001315
St. Matthew's,E05001316
Short Heath,E05001317
Streetly,E05001318
Willenhall North,E05001319
Willenhall South,E05001320
Bilston East,E05001321
Bilston North,E05001322
Blakenhall,E05001323
Bushbury North,E05001324
Bushbury South and Low Hill,E05001325
East Park,E05001326
Ettingshall,E05001327
Fallings Park,E05001328
Graiseley,E05001329
Heath Town,E05001330
Merry Hill,E05001331
Oxley,E05001332
Park,E05001333
Penn,E05001334
St. Peter's,E05001335
Spring Vale,E05001336
Tettenhall Regis,E05001337
Tettenhall Wightwick,E05001338
Wednesfield North,E05001339
Wednesfield South,E05001340
Baildon,E05001341
Bingley,E05001342
Bingley Rural,E05001343
Bolton and Undercliffe,E05001344
Bowling and Barkerend,E05001345
Bradford Moor,E05001346
City,E05001347
Clayton and Fairweather Green,E05001348
Craven,E05001349
Eccleshill,E05001350
Great Horton,E05001351
Heaton,E05001352
Idle and Thackley,E05001353
Ilkley,E05001354
Keighley Central,E05001355
Keighley East,E05001356
Keighley West,E05001357
Little Horton,E05001358
Manningham,E05001359
Queensbury,E05001360
Royds,E05001361
Shipley,E05001362
Thornton and Allerton,E05001363
Toller,E05001364
Tong,E05001365
Wharfedale,E05001366
Wibsey,E05001367
Windhill and Wrose,E05001368
Worth Valley,E05001369
Wyke,E05001370
Brighouse,E05001371
Calder,E05001372
Elland,E05001373
Greetland and Stainland,E05001374
Hipperholme and Lightcliffe,E05001375
Illingworth and Mixenden,E05001376
Luddendenfoot,E05001377
Northowram and Shelf,E05001378
Ovenden,E05001379
Park,E05001380
Rastrick,E05001381
Ryburn,E05001382
Skircoat,E05001383
Sowerby Bridge,E05001384
Todmorden,E05001385
Town,E05001386
Warley,E05001387
Ashbrow,E05001389
Batley East,E05001390
Batley West,E05001391
Birstall and Birkenshaw,E05001392
Cleckheaton,E05001393
Dalton,E05001396
Denby Dale,E05001397
Dewsbury East,E05001398
Dewsbury South,E05001399
Dewsbury West,E05001400
Golcar,E05001401
Greenhead,E05001402
Heckmondwike,E05001403
Holme Valley South,E05001405
Lindley,E05001407
Liversedge and Gomersal,E05001408
Mirfield,E05001409
Newsome,E05001410
Adel and Wharfedale,E05001411
Alwoodley,E05001412
Ardsley and Robin Hood,E05001413
Armley,E05001414
Beeston and Holbeck,E05001415
Bramley and Stanningley,E05001416
Burmantofts and Richmond Hill,E05001417
Calverley and Farsley,E05001418
Chapel Allerton,E05001419
City and Hunslet,E05001420
Cross Gates and Whinmoor,E05001421
Farnley and Wortley,E05001422
Garforth and Swillington,E05001423
Gipton and Harehills,E05001424
Guiseley and Rawdon,E05001425
Harewood,E05001426
Headingley,E05001427
Horsforth,E05001428
Hyde Park and Woodhouse,E05001429
Killingbeck and Seacroft,E05001430
Kippax and Methley,E05001431
Kirkstall,E05001432
Middleton Park,E05001433
Moortown,E05001434
Morley North,E05001435
Morley South,E05001436
Otley and Yeadon,E05001437
Pudsey,E05001438
Rothwell,E05001439
Roundhay,E05001440
Temple Newsam,E05001441
Weetwood,E05001442
Wetherby,E05001443
"Ackworth, North Elmsall and Upton Ward",E05001444
Airedale and Ferry Fryston,E05001445
Altofts and Whitwood,E05001446
Castleford Central and Glasshoughton,E05001447
"Crofton, Ryhill and Walton Ward",E05001448
Featherstone,E05001449
Hemsworth,E05001450
Horbury and South Ossett,E05001451
Knottingley,E05001452
Normanton,E05001453
Ossett,E05001454
Pontefract North,E05001455
Pontefract South,E05001456
South Elmsall and South Kirkby,E05001457
Stanley and Outwood East,E05001458
Wakefield East,E05001459
Wakefield North,E05001460
Wakefield Rural,E05001461
Wakefield South,E05001462
Wakefield West,E05001463
Wrenthorpe and Outwood West,E05001464
Almondbury,E05008558
Colne Valley,E05008559
Crosland Moor and Netherton,E05008560
Holme Valley North,E05008561
Kirkburton,E05008562
Anston and Woodsetts,E05008935
Dinnington,E05008936
Hartlepool (B),E06000001
Middlesbrough (B),E06000002
Redcar and Cleveland (B),E06000003
Stockton-on-Tees (B),E06000004
Darlington (B),E06000005
Halton (B),E06000006
Warrington (B),E06000007
Blackburn with Darwen (B),E06000008
Blackpool (B),E06000009
City of Kingston upon Hull (B),E06000010
East Riding of Yorkshire,E06000011
North East Lincolnshire (B),E06000012
North Lincolnshire (B),E06000013
York (B),E06000014
City of Derby (B),E06000015
City of Leicester (B),E06000016
Rutland,E06000017
City of Nottingham (B),E06000018
County of Herefordshire,E06000019
Telford and Wrekin (B),E06000020
City of Stoke-on-Trent (B),E06000021
Bath and North East Somerset,E06000022
City of Bristol (B),E06000023
North Somerset,E06000024
South Gloucestershire,E06000025
City of Plymouth (B),E06000026
Torbay (B),E06000027
Bournemouth (B),E06000028
Poole (B),E06000029
Swindon (B),E06000030
City of Peterborough (B),E06000031
Luton (B),E06000032
Southend-on-Sea (B),E06000033
Thurrock (B),E06000034
Medway (B),E06000035
Bracknell Forest (B),E06000036
West Berkshire,E06000037
Reading (B),E06000038
Slough (B),E06000039
Windsor and Maidenhead (B),E06000040
Wokingham (B),E06000041
Milton Keynes (B),E06000042
The City of Brighton and Hove (B),E06000043
City of Portsmouth (B),E06000044
City of Southampton (B),E06000045
Isle of Wight,E06000046
County Durham,E06000047
Northumberland,E06000048
Cheshire East (B),E06000049
Cheshire West and Chester (B),E06000050
Shropshire,E06000051
Cornwall,E06000052
Isles of Scilly,E06000053
Wiltshire,E06000054
Bedford (B),E06000055
Central Bedfordshire,E06000056
Clackmannanshire,S12000005
Dumfries and Galloway,S12000006
East Ayrshire,S12000008
East Lothian,S12000010
East Renfrewshire,S12000011
Na h-Eileanan an Iar,S12000013
Falkirk,S12000014
Fife,S12000015
Highland,S12000017
Inverclyde,S12000018
Midlothian,S12000019
Moray,S12000020
North Ayrshire,S12000021
Orkney Islands,S12000023
Perth and Kinross,S12000024
Scottish Borders,S12000026
Shetland Islands,S12000027
South Ayrshire,S12000028
South Lanarkshire,S12000029
Stirling,S12000030
Aberdeen City,S12000033
Aberdeenshire,S12000034
Argyll and Bute,S12000035
City of Edinburgh,S12000036
Renfrewshire,S12000038
West Dunbartonshire,S12000039
West Lothian,S12000040
Angus,S12000041
Dundee City,S12000042
North Lanarkshire,S12000044
East Dunbartonshire,S12000045
Glasgow City,S12000046
Sir Ynys Mon - Isle of Anglesey,W06000001
Gwynedd - Gwynedd,W06000002
Conwy - Conwy,W06000003
Sir Ddinbych - Denbighshire,W06000004
Sir y Fflint - Flintshire,W06000005
Wrecsam - Wrexham,W06000006
Sir Ceredigion - Ceredigion,W06000008
Sir Benfro - Pembrokeshire,W06000009
Sir Gaerfyrddin - Carmarthenshire,W06000010
Abertawe - Swansea,W06000011
Castell-nedd Port Talbot - Neath Port Talbot,W06000012
Pen-y-bont ar Ogwr - Bridgend,W06000013
Bro Morgannwg - the Vale of Glamorgan,W06000014
Caerdydd - Cardiff,W06000015
Rhondda Cynon Taf - Rhondda Cynon Taf,W06000016
Caerffili - Caerphilly,W06000018
Blaenau Gwent - Blaenau Gwent,W06000019
Tor-faen - Torfaen,W06000020
Sir Fynwy - Monmouthshire,W06000021
Casnewydd - Newport,W06000022
Powys - Powys,W06000023
Merthyr Tudful - Merthyr Tydfil,W06000024
Annfield Plain ED,E05007955
Aycliffe East ED,E05007956
Aycliffe North ED,E05007957
Aycliffe West ED,E05007958
Barnard Castle East ED,E05007959
Barnard Castle West ED,E05007960
Belmont ED,E05007961
Benfieldside ED,E05007962
Bishop Auckland Town ED,E05007963
Blackhalls ED,E05007964
Brandon ED,E05007965
Burnopfield and Dipton ED,E05007966
Chester-le-Street North and East ED,E05007967
Chester-le-Street South ED,E05007968
Chester-le-Street West Central ED,E05007969
Chilton ED,E05007970
Consett North ED,E05007971
Coundon ED,E05007972
Coxhoe ED,E05007973
Craghead and South Moor ED,E05007974
Crook North and Tow Law ED,E05007975
Crook South ED,E05007976
Dawdon ED,E05007977
Deerness Valley ED,E05007978
Delves Lane and Consett South ED,E05007979
Deneside ED,E05007980
Durham South ED,E05007981
Easington ED,E05007982
Elvet ED,E05007983
Esh ED,E05007984
Evenwood ED,E05007985
Ferryhill ED,E05007986
Framwellgate Moor ED,E05007987
Gilesgate ED,E05007988
Horden ED,E05007989
Lanchester ED,E05007990
Leadgate and Medomsley ED,E05007991
Lumley ED,E05007992
Murton ED,E05007993
Neville's Cross ED,E05007994
Newton Hall ED,E05007995
Ouston and Urpeth ED,E05007996
Pelton ED,E05007997
Peterlee East ED,E05007998
Peterlee West ED,E05007999
Sacriston ED,E05008000
Seaham ED,E05008001
Sedgefield ED,E05008002
Sherburn ED,E05008003
Shildon East ED,E05008004
Shildon West ED,E05008005
Shotton ED,E05008006
Spennymoor and Middlestone ED,E05008007
Stanley ED,E05008008
Tanfield ED,E05008009
Thornley ED,E05008010
Trimdon ED,E05008011
Tudhoe ED,E05008012
Weardale ED,E05008013
West Auckland ED,E05008014
Willington ED,E05008015
Wingate ED,E05008016
Woodhouse Close ED,E05008017
Alnwick ED,E05008018
Amble ED,E05008019
Amble West with Warkworth ED,E05008020
Ashington Central ED,E05008021
Bamburgh ED,E05008022
Bedlington Central ED,E05008023
Bedlington East ED,E05008024
Bedlington West ED,E05008025
Bellingham ED,E05008026
Berwick East ED,E05008027
Berwick North ED,E05008028
Berwick West with Ord ED,E05008029
Bothal ED,E05008030
Bywell ED,E05008031
Chevington with Longhorseley ED,E05008032
Choppington ED,E05008033
College ED,E05008034
Corbridge ED,E05008035
Cowpen ED,E05008036
Cramlington East ED,E05008037
Cramlington Eastfield ED,E05008038
Cramlington North ED,E05008039
Cramlington South East ED,E05008040
Cramlington Village ED,E05008041
Cramlington West ED,E05008042
Croft ED,E05008043
Haltwhistle ED,E05008044
Hartley ED,E05008045
Haydon ED,E05008046
Haydon and Hadrian ED,E05008047
Hexham Central with Acomb ED,E05008048
Hexham East ED,E05008049
Hexham West ED,E05008050
Hirst ED,E05008051
Holywell ED,E05008052
Humshaugh ED,E05008053
Isabella ED,E05008054
Kitty Brewster ED,E05008055
Lesbury ED,E05008056
Longhoughton ED,E05008057
Lynemouth ED,E05008058
Morpeth Kirkhill ED,E05008059
Morpeth North ED,E05008060
Morpeth Stobhill ED,E05008061
Newbiggin Central and East ED,E05008062
Newsham ED,E05008063
Norham and Islandshires ED,E05008064
Pegswood ED,E05008065
Plessey ED,E05008066
Ponteland East ED,E05008067
Ponteland North ED,E05008068
Ponteland South with Heddon ED,E05008069
Ponteland West ED,E05008070
Prudhoe East ED,E05008071
Prudhoe West ED,E05008072
Rothbury ED,E05008073
Seaton with Newbiggin West ED,E05008074
Seghill with Seaton Delaval ED,E05008075
Shilbottle ED,E05008076
Sleekburn ED,E05008077
South Blyth ED,E05008078
South Tynedale ED,E05008079
Stakeford ED,E05008080
Stocksfield and Broomhaugh ED,E05008081
Ulgham ED,E05008082
Wensleydale ED,E05008083
Wooler ED,E05008084
Abbey ED,E05008136
Albrighton ED,E05008137
Alveley and Claverley ED,E05008138
Bagley ED,E05008139
Battlefield ED,E05008140
"Bayston Hill, Column and Sutton ED",E05008141
Belle Vue ED,E05008142
Bishop's Castle ED,E05008143
Bowbrook ED,E05008144
Bridgnorth East and Astley Abbotts ED,E05008145
Bridgnorth West and Tasley ED,E05008146
Broseley ED,E05008147
Brown Clee ED,E05008148
Burnell ED,E05008149
Castlefields and Ditherington ED,E05008150
Cheswardine ED,E05008151
Chirbury and Worthen ED,E05008152
Church Stretton and Craven Arms ED,E05008153
Clee ED,E05008154
Cleobury Mortimer ED,E05008155
Clun ED,E05008156
Copthorne ED,E05008157
Corvedale ED,E05008158
Ellesmere Urban ED,E05008159
Harlescott ED,E05008160
Highley ED,E05008161
Hodnet ED,E05008162
Llanymynech ED,E05008163
Longden ED,E05008164
Loton ED,E05008165
Ludlow East ED,E05008166
Ludlow North ED,E05008167
Ludlow South ED,E05008168
Market Drayton East ED,E05008169
Market Drayton West ED,E05008170
Meole ED,E05008171
Rea Valley ED,E05008172
Monkmoor ED,E05008173
Much Wenlock ED,E05008174
Oswestry East ED,E05008175
Oswestry South ED,E05008176
Oswestry West ED,E05008177
Porthill ED,E05008178
Prees ED,E05008179
Quarry and Coton Hill ED,E05008180
Radbrook ED,E05008181
Ruyton and Baschurch ED,E05008182
St. Martin's ED,E05008183
St. Oswald ED,E05008184
"Gobowen, Selattyn and Weston Rhyn ED",E05008185
Severn Valley ED,E05008186
Shawbury ED,E05008187
Shifnal North ED,E05008188
Shifnal South and Cosford ED,E05008189
Sundorne ED,E05008190
Tern ED,E05008191
The Meres ED,E05008192
Underdale ED,E05008193
Wem ED,E05008194
Whitchurch North ED,E05008195
Whitchurch South ED,E05008196
Whittington ED,E05008197
Worfield ED,E05008198
Altarnun ED,E05008199
Bodmin Central ED,E05008200
Bodmin East ED,E05008201
Bodmin West ED,E05008202
Breage ED,E05008203
Bude North and Stratton ED,E05008204
Bude South ED,E05008205
Bugle ED,E05008206
Callington ED,E05008207
Camborne Central ED,E05008208
Camborne North ED,E05008209
Camborne South ED,E05008210
Camborne West ED,E05008211
Camelford ED,E05008212
Carn Brea North ED,E05008213
Carn Brea South ED,E05008214
Chacewater and Kenwyn ED,E05008215
Colan and Mawgan ED,E05008216
Constantine ED,E05008217
Falmouth Arwenack ED,E05008218
Falmouth Boslowick ED,E05008219
Falmouth Gyllyngvase ED,E05008220
Falmouth Penwerris ED,E05008221
Falmouth Trescobeas ED,E05008222
Feock and Kea ED,E05008223
Flexbury and Poughill ED,E05008224
Fowey ED,E05008225
Gulval and Heamoor ED,E05008226
Gunnislake ED,E05008227
Gwinear-Gwithian and St. Erth ED,E05008228
Hayle North ED,E05008229
Hayle South ED,E05008230
Helston Central ED,E05008231
Helston North ED,E05008232
Illogan ED,E05008233
Kelly Bray ED,E05008234
"Ladock, St. Clement and St. Erme ED",E05008235
Lanivet ED,E05008236
Launceston Central ED,E05008237
Launceston North ED,E05008238
Launceston South ED,E05008239
Lelant and Carbis Bay ED,E05008240
Liskeard Central ED,E05008241
Liskeard North ED,E05008242
Liskeard South and Dobwalls ED,E05008243
Looe East ED,E05008244
Looe West and Lansallos ED,E05008245
Lostwithiel ED,E05008246
Ludgvan ED,E05008247
Mabe ED,E05008248
Marazion ED,E05008249
Menheniot ED,E05008250
Mevagissey ED,E05008251
Mount Charles ED,E05008252
Mount Hawke and Portreath ED,E05008253
Mullion ED,E05008254
Newlyn and Goonhavern ED,E05008255
Newlyn and Mousehole ED,E05008256
Newquay Central ED,E05008257
Newquay Pentire ED,E05008258
Newquay Treloggan ED,E05008259
Newquay Tretherras ED,E05008260
Newquay Treviglas ED,E05008261
Padstow ED,E05008262
Pelynt ED,E05008263
Penryn East and Mylor ED,E05008264
Penryn West ED,E05008265
Penwithick ED,E05008266
Penzance Central ED,E05008267
Penzance East ED,E05008268
Penzance Promenade ED,E05008269
Perranporth ED,E05008270
Porthleven and Helston South ED,E05008271
Poundstock ED,E05008272
Probus ED,E05008273
Rame ED,E05008274
Redruth Central ED,E05008275
Redruth North ED,E05008276
Redruth South ED,E05008277
Roche ED,E05008278
Roseland ED,E05008279
St. Agnes ED,E05008280
St. Austell Bay ED,E05008281
St. Austell Bethel ED,E05008282
St. Austell Gover ED,E05008283
St. Austell Poltair ED,E05008284
St. Blaise ED,E05008285
St. Buryan ED,E05008286
St. Cleer ED,E05008287
St. Columb ED,E05008288
St. Day and Lanner ED,E05008289
St. Dennis ED,E05008290
St. Endellion ED,E05008291
St. Enoder ED,E05008292
St. Germans ED,E05008293
St. Issey ED,E05008294
